"","GrLivArea","Neighborhood","OverallQual","TotalBsmtSF","LotArea","BsmtFinSF1","ExterQual","MSZoning","MSSubClass","KitchenQual","OverallCond","KitchenAbvGr","BedroomAbvGr","MasVnrArea","GarageQual","SalePrice"
"1353",1176,"BrkSide",6,698,6000,0,"Gd","RM",50,"TA",9,1,2,0,"TA",134900
"1354",3238,"NoRidge",8,2033,14720,816,"Gd","RL",50,"Gd",5,1,4,579,"TA",410000
"1355",1865,"CollgCr",7,992,10316,735,"Gd","RL",60,"Gd",5,1,3,0,"TA",235000
"1356",1920,"NWAmes",7,570,10192,0,"TA","RL",80,"Gd",6,1,4,143,"TA",170000
"1357",892,"NAmes",5,864,9477,340,"TA","RL",20,"TA",5,1,3,65,"TA",110000
"1358",1078,"NAmes",5,1078,12537,734,"TA","RL",20,"TA",6,1,3,0,"TA",149900
"1359",1573,"Somerst",6,756,2117,378,"Gd","FV",160,"Gd",5,1,3,216,"TA",177500
"1360",1980,"NridgHt",9,1980,16737,1447,"Gd","RL",20,"Ex",5,1,3,66,"TA",315000
"1361",2601,"SWISU",5,612,9842,0,"TA","RL",70,"TA",6,1,4,0,"TA",189000
"1362",1530,"StoneBr",7,1530,16158,1274,"Gd","RL",20,"Gd",5,1,3,16,"TA",260000
"1363",1738,"NAmes",4,715,12513,0,"TA","RL",50,"TA",4,1,4,0,"TA",104900
"1364",1412,"Gilbert",6,616,8499,0,"TA","RL",60,"Gd",5,1,3,0,"TA",156932
"1365",1200,"Somerst",7,600,3180,0,"Gd","FV",160,"Gd",5,1,2,0,"TA",144152
"1366",1674,"Somerst",7,814,7500,533,"Gd","FV",60,"Gd",5,1,3,0,"TA",216000
"1367",1790,"CollgCr",7,873,9179,633,"Gd","RL",60,"Gd",5,1,3,158,"TA",193000
"1368",1475,"MeadowV",5,757,2665,548,"TA","RM",160,"TA",6,1,4,0,"TA",127000
"1369",848,"CollgCr",6,848,4435,685,"Gd","RM",120,"Gd",5,1,1,170,"TA",144000
"1370",1668,"CollgCr",8,1657,10635,370,"Gd","RL",20,"Gd",5,1,3,171,"TA",232000
"1371",1374,"OldTown",4,840,5400,315,"Fa","RL",50,"TA",6,1,2,0,"TA",105000
"1372",1661,"NAmes",6,992,9600,831,"TA","RL",80,"Gd",6,1,3,0,"TA",165500
"1373",2097,"CollgCr",7,1108,9750,975,"TA","RL",60,"Gd",6,1,3,0,"TA",274300
"1374",2633,"NoRidge",10,2633,11400,1282,"Ex","RL",20,"Ex",5,1,2,705,"TA",466500
"1375",1958,"Somerst",7,1026,10625,0,"Gd","FV",60,"Gd",5,1,3,0,"TA",250000
"1376",1571,"Timber",8,1571,10991,0,"Gd","RL",20,"Gd",5,1,3,80,"TA",239000
"1377",790,"SWISU",6,768,6292,384,"TA","RL",30,"TA",5,1,2,0,"Fa",91000
"1378",1604,"Edwards",5,984,10998,408,"TA","RL",50,"TA",5,1,3,0,"TA",117000
"1379",987,"BrDale",6,483,1953,309,"TA","RM",160,"TA",5,1,2,408,"TA",83000
"1380",1394,"Timber",5,384,9735,0,"TA","RL",80,"Gd",5,1,3,0,"TA",167500
"1381",864,"Edwards",3,864,8212,203,"TA","RL",30,"TA",3,1,2,0,"TA",58500
"1382",2117,"NAmes",6,1205,12925,865,"TA","RL",20,"TA",7,1,4,0,"TA",237500
"1383",1762,"OldTown",7,596,7200,0,"TA","RM",70,"Gd",7,1,4,0,"TA",157000
"1384",1416,"Sawyer",5,816,25339,0,"TA","RL",30,"Gd",7,1,3,0,"TA",112000
"1385",1258,"Edwards",6,560,9060,204,"TA","RL",50,"TA",5,1,2,0,"TA",105000
"1386",1154,"IDOTRR",4,796,5436,735,"TA","RM",50,"Gd",8,1,3,0,"TA",125500
"1387",2784,"NWAmes",7,1392,16692,790,"TA","RL",60,"Gd",5,1,5,184,"TA",250000
"1388",2526,"OldTown",6,714,8520,168,"TA","RM",50,"Gd",7,1,5,0,"TA",136000
"1389",1746,"Gilbert",9,1746,14892,1320,"Ex","RL",20,"Ex",5,1,3,160,"TA",377500
"1390",1218,"BrkSide",6,735,6000,375,"TA","RM",50,"TA",6,1,3,0,"TA",131000
"1391",1525,"CollgCr",7,1525,9100,1400,"Gd","RL",20,"Gd",5,1,3,244,"TA",235000
"1392",1584,"NAmes",5,1584,8944,0,"TA","RL",90,"TA",5,2,4,0,"TA",124000
"1393",900,"NAmes",5,864,7838,769,"TA","RL",85,"TA",5,1,3,0,"TA",123000
"1394",1912,"OldTown",6,482,10800,0,"TA","RM",190,"TA",7,2,3,0,"Gd",163000
"1395",1500,"Blmngtn",7,1356,4045,1070,"Gd","RL",120,"Gd",5,1,2,45,"TA",246578
"1396",2482,"Timber",8,1094,12665,0,"Gd","RL",60,"Gd",5,1,4,245,"TA",281213
"1397",1687,"Timber",5,747,57200,353,"TA","RL",20,"TA",5,1,3,0,"TA",160000
"1398",1513,"BrkSide",5,939,6120,0,"TA","RM",70,"TA",8,1,4,0,"Fa",137500
"1399",1904,"NAmes",5,1208,7200,180,"TA","RL",50,"TA",4,1,3,0,"TA",138000
"1400",1608,"SWISU",6,976,6171,264,"TA","RL",50,"Gd",6,1,3,0,"Fa",137450
"1401",1158,"BrkSide",6,862,6000,0,"TA","RM",50,"TA",7,1,3,0,"TA",120000
"1402",1593,"Gilbert",6,839,7415,759,"TA","RL",60,"TA",5,1,3,0,"TA",193000
"1403",1294,"CollgCr",7,1286,6762,0,"Gd","RL",20,"Gd",5,1,2,0,"TA",193879
"1404",1464,"Somerst",8,1485,15256,929,"Gd","RL",20,"Gd",5,1,3,84,"TA",282922
"1405",1214,"OldTown",3,672,10410,0,"TA","RL",50,"TA",4,1,3,0,"TA",105000
"1406",1646,"Crawfor",8,1594,3842,1373,"Gd","RM",120,"Gd",5,1,2,174,"TA",275000
"1407",768,"CollgCr",5,768,8445,656,"TA","RL",85,"TA",7,1,2,0,"TA",133000
"1408",833,"Mitchel",5,833,8780,625,"TA","RL",20,"TA",5,1,3,0,"",112000
"1409",1363,"OldTown",4,622,7740,0,"TA","RM",70,"TA",7,1,3,0,"TA",125500
"1410",2093,"NWAmes",7,791,20544,0,"TA","RL",60,"TA",6,1,3,123,"TA",215000
"1411",1840,"CollgCr",7,944,12420,666,"Gd","RL",60,"Gd",5,1,3,0,"TA",230000
"1412",1668,"NAmes",6,856,9600,120,"TA","RL",50,"TA",8,1,3,0,"TA",140000
"1413",1040,"NAmes",4,0,7200,0,"TA","RL",90,"TA",5,2,2,0,"TA",90000
"1414",1844,"SawyerW",8,1844,10994,976,"Gd","RL",20,"Gd",5,1,2,366,"TA",257000
"1415",1848,"BrkSide",6,833,13053,0,"TA","RL",50,"Gd",7,1,4,0,"TA",207000
"1416",1569,"Blmngtn",7,1386,3635,988,"Gd","RL",120,"Gd",5,1,1,130,"TA",175900
"1417",2290,"OldTown",4,777,11340,0,"TA","RM",190,"TA",6,2,4,0,"TA",122500
"1418",2450,"NoRidge",8,1284,16545,781,"Gd","RL",60,"Gd",5,1,3,731,"TA",340000
"1419",1144,"NAmes",5,1144,9204,25,"TA","RL",20,"TA",5,1,3,0,"TA",124000
"1420",1844,"Crawfor",6,1844,16381,1110,"Gd","RL",20,"Gd",5,1,3,312,"TA",223000
"1421",1416,"NWAmes",6,708,11700,404,"TA","RL",60,"TA",6,1,3,420,"TA",179900
"1422",1069,"NPkVill",6,1069,4043,360,"TA","RL",120,"TA",5,1,2,0,"TA",127500
"1423",848,"CollgCr",6,848,4435,686,"Gd","RM",120,"Gd",5,1,1,170,"TA",136500
"1424",2201,"Edwards",6,697,19690,0,"Gd","RL",80,"Gd",7,1,4,0,"Gd",274970
"1425",1344,"NAmes",5,1024,9503,457,"TA","RL",20,"TA",5,1,2,0,"TA",144000
"1426",1252,"NAmes",6,1252,10721,0,"Gd","RL",20,"Gd",6,1,3,243,"TA",142000
"1427",2127,"NoRidge",7,1223,10944,1000,"Gd","RL",60,"Gd",5,1,3,448,"TA",271000
"1428",1558,"NAmes",5,913,10930,580,"TA","RL",50,"TA",6,1,3,0,"TA",140000
"1429",804,"OldTown",5,788,7200,510,"TA","RM",30,"Gd",7,1,2,294,"TA",119000
"1430",1440,"NWAmes",6,1440,12546,678,"Gd","RL",20,"Gd",7,1,3,310,"TA",182900
"1431",1838,"Gilbert",5,732,21930,0,"Gd","RL",60,"TA",5,1,4,0,"TA",192140
"1432",958,"NPkVill",6,958,4928,958,"TA","RL",120,"TA",6,1,2,0,"TA",143750
"1433",968,"OldTown",4,656,10800,0,"TA","RL",30,"TA",6,1,4,0,"Fa",64500
"1434",1792,"Gilbert",6,936,10261,0,"TA","RL",60,"TA",5,1,3,318,"TA",186500
"1435",1126,"Mitchel",5,1126,17400,936,"TA","RL",20,"TA",5,1,3,0,"TA",160000
"1436",1537,"NAmes",6,1319,8400,0,"Gd","RL",20,"Gd",9,1,3,237,"TA",174000
"1437",864,"NAmes",4,864,9000,616,"TA","RL",20,"TA",6,1,3,0,"TA",120500
"1438",1932,"NridgHt",8,1932,12444,1336,"Ex","RL",20,"Ex",5,1,2,426,"TA",394617
"1439",1236,"OldTown",6,912,7407,600,"TA","RM",20,"TA",7,1,2,0,"TA",149700
"1440",1725,"NWAmes",7,539,11584,315,"TA","RL",60,"TA",6,1,3,96,"TA",197000
"1441",2555,"Crawfor",6,588,11526,0,"TA","RL",70,"TA",7,1,3,0,"TA",191000
"1442",848,"CollgCr",6,848,4426,697,"Gd","RM",120,"Gd",5,1,1,147,"TA",149300
"1443",2007,"Somerst",10,1017,11003,765,"Ex","FV",60,"Ex",5,1,3,160,"TA",310000
"1444",952,"BrkSide",6,952,8854,0,"TA","RL",30,"Fa",6,1,2,0,"Fa",121000
"1445",1422,"CollgCr",7,1422,8500,0,"Gd","RL",20,"Gd",5,1,3,106,"TA",179600
"1446",913,"Sawyer",6,814,8400,187,"TA","RL",85,"TA",5,1,3,0,"TA",129000
"1447",1188,"Mitchel",5,1188,26142,593,"TA","RL",20,"TA",7,1,3,189,"TA",157900
"1448",2090,"CollgCr",8,1220,10000,1079,"Gd","RL",60,"Gd",5,1,3,438,"TA",240000
"1449",1346,"Edwards",4,560,11767,0,"TA","RL",50,"TA",7,1,2,0,"Fa",112000
"1450",630,"MeadowV",5,630,1533,553,"TA","RM",180,"Ex",7,1,1,0,"",92000
"1451",1792,"NAmes",5,896,9000,0,"TA","RL",90,"TA",5,2,4,0,"",136000
"1452",1578,"Somerst",8,1573,9262,0,"Gd","RL",20,"Ex",5,1,3,194,"TA",287090
"1453",1072,"Edwards",5,547,3675,547,"TA","RM",180,"TA",5,1,2,80,"TA",145000
"1454",1140,"Mitchel",5,1140,17217,0,"TA","RL",20,"TA",5,1,3,0,"",84500
"1455",1221,"Somerst",7,1221,7500,410,"Gd","FV",20,"Gd",5,1,2,0,"TA",185000
"1456",1647,"Gilbert",6,953,7917,0,"TA","RL",60,"TA",5,1,3,0,"TA",175000
"1457",2073,"NWAmes",6,1542,13175,790,"TA","RL",20,"TA",6,1,3,119,"TA",210000
"1458",2340,"Crawfor",7,1152,9042,275,"Ex","RL",70,"Gd",9,1,4,0,"TA",266500
"1459",1078,"NAmes",5,1078,9717,49,"TA","RL",20,"Gd",6,1,2,0,"TA",142125
"1460",1256,"Edwards",5,1256,9937,830,"Gd","RL",20,"TA",6,1,3,0,"TA",147500
